id,created_at,updated_at,name,description,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id,sustaincert_url,project_developer,country,country_code,latitude,longitude,carbon_stream,programme_of_activities,poa_project_id,poa_project_sustaincert_id,poa_project_name,sustainable_development_goals,VER_issued_credits,VER_retired_credits,Goal_3,Goal_1,Goal_13,Goal_7,Goal_8,Goal_12,Goal_5,Goal_15,Goal_6,Goal_4,Goal_17,Goal_2,Goal_11,Goal_9,Goal_10,Goal_16,Goal_14
2569,2020-01-28 17:51:32+00:00,2022-11-17 12:02:49+00:00,180 MW Renewable Energy Project by Greenko Group ,"The project activity is a 180 MW solar power project, promoted by SEI Sunshine Power Pvt Ltd in Madhya Pradesh, India. The project will replace anthropogenic emissions of greenhouse gases (GHG’s) estimated to be approximately 295,429 tCO2e per annum, thereon displacing 315,360 MWh/year amount of electricity from the generation-mix of power plants connected to the Indian electricity grid, which is mainly dominated by thermal/fossil fuel based power plant.",Gold Standard for the Global Goals,327729,2019-11-18,2024-11-17,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,7724,https://platform.sustain-cert.com/public-project/2010,Orange Renewable Power Pvt Ltd,India,IN,,,VER,Standalone,,,,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",299414.0,152377.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2534,2020-01-28 12:01:47+00:00,2023-01-05 08:50:23+00:00,GS7591 VPA 34 Zambian Central Province Safe Water,"The project will support the provision of safe water to hundreds of households within the Central Province of Zambia. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-01-21,2025-01-20,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7689,https://platform.sustain-cert.com/public-project/2007,CO2balance UK ltd,Zambia,ZM,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",6990.0,0.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2533,2020-01-28 11:58:23+00:00,2023-01-05 08:31:16+00:00,GS7591 VPA 32 Zambian Central Province Safe Water,"The project will support the provision of safe water to hundreds of households within the Central Province of Zambia. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-01-21,2025-01-20,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7687,https://platform.sustain-cert.com/public-project/2004,CO2balance UK ltd,Zambia,ZM,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}]",58058.0,0.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2532,2020-01-28 11:55:26+00:00,2023-01-05 08:37:14+00:00,GS7591 VPA 33 Zambian Central Province Safe Water,"The project will support the provision of safe water to hundreds of households within the Central Province of Zambia. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-01-21,2025-01-20,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7688,https://platform.sustain-cert.com/public-project/2005,CO2balance UK ltd,Zambia,ZM,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}]",33988.0,0.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2531,2020-01-28 11:44:22+00:00,2023-01-18 08:33:02+00:00,"Wind Energy Project at Jaisalmer district, Rajasthan by Enn Enn Corp Limited","The proposed project involves installation of 6 (six) numbers of Wind Turbine Generators (WTGs) of capacity 1.25 MW each cumulating to a total capacity of 7.50 MW. The project is located at Jaisalmer district in the state of Rajasthan. The project will generate energy through renewable source i.e. wind. The kinetic energy of wind is converted into mechanical energy and subsequently into electrical energy. Kinetic energy which is carried by wind when passes through the blades of the WTG, is converted to mechanical energy which rotates the connected generator and which in turn produces the electricity. The electricity thus produced will be displacing the grid electricity which would have been otherwise generated through sources dominated by fossil fuel based power plants. The project activity thereby reduces the emission of green house gases which would have been generated from such fossil fuel based power plants. The electricity generation from the project activity will contribute to GHG reductions estimated at 11,568 t CO2e annually, while 115,680 t CO2e over period of 10 years. ",Gold Standard for the Global Goals,11435,2019-09-01,2022-12-31,AMS-I.D. Grid connected renewable electricity generation,Wind,Small Scale,7686,https://platform.sustain-cert.com/public-project/1976,EKI Energy Services Limited,India,IN,,,GS CER,Standalone,,,,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2530,2020-01-28 11:40:36+00:00,2022-05-10 07:04:20+00:00,"GREEN ENERGY TO GRID at Dhule, Maharashtra","The project activity aims to reduce greenhouse gas emissions through export of renewable energy to the grid. The project activity employs sixteen 1250 kW wind turbine generators (WTGs) for achieving the purpose of renewable power generation. The total capacity of the project activity is 20 MW. Since the project activity is a greenfield installation, there is no pre-project scenario. In the absence of the project activity, equivalent energy would be generated in power plants connected to the INDIAN grid.
The project is being promoted by MSPL Limited, an iron ore mining, processing and exporting company with over four decades of experience in the mining industry sector. MSPL currently operates in the State of Karnataka (India) in the Bellary-Hospet sector. Prior to the project activity, MSPL Limited had invested in a large scale wind power project in the state of Karnataka.",Gold Standard for the Global Goals,37478,2011-04-15,2021-04-14,ACM0002 Grid-connected electricity generation from renewable sources,Wind,Large Scale,7685,https://platform.sustain-cert.com/public-project/1966,EKI Energy Services Limited,India,IN,,,GS CER,Standalone,,,,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2415,2020-01-17 18:24:17+00:00,2022-07-28 08:28:13+00:00,"Emission free electricity generation at Harihar, Karnataka","MSPL Limited and PVS & Brothers are the promoter companies (“promoters”) of the wind power project (“project activity”). MSPL is an iron ore mining, processing and exporting company with over four decades of experience in the mining industry sector. MSPL currently operates in the State of Karnataka (India) in the Bellary-Hospet sector. PVS & Brothers is engaged in the business of mining and export of processed iron ore and generation and sale of Wind power in Karnataka. 
The project activity aims to exploit the wind energy resources available in the region to produce clean (zero emission) electricity by installation of Wind Electric Generators (WEGs). The electricity produced by the project activity is supplied to the regional power grid thereby reducing generation of equal quantity of electricity from other grid connected fossil fuel based sources and, essentially reducing Greenhouse Gas emissions. The project activity constitutes eleven WEGs that generate and export electricity to the Mangalore Electricity Supply Company Limited (MESCOM), one of state electricity distribution companies in Karnataka. The electricity will be exported through the Mangalore Electricity Supply Company Limited (MESCOM), which operates the transmission infrastructure in the state.
",Gold Standard for the Global Goals,11569,2018-01-21,2020-04-12,AMS-I.D. Grid connected renewable electricity generation,Wind,Small Scale,7683,https://platform.sustain-cert.com/public-project/1964,EKI Energy Services Limited,India,IN,,,GS CER,Standalone,,,,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}]",0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2414,2020-01-17 18:21:19+00:00,2022-09-05 06:10:31+00:00,Baner Sangam small hydro power project,"Proposed Baner Sangam Small Hydro Power Project (BSSHPP) is a Greenfield run-of-river project located near the town of Kangra in Himachal Pradesh. The total capacity of the project is 5 MW. The project is located on the River Baner Khad, a tributary of Beas River. BSSHPP is an upstream
development project being developed by M/s. Yogindera Powers Limited. The purpose of the project activity is generation of electricity using the hydro energy potential available in the Baner khad. The generated power will be exported to Himachal Pradesh State Electricity Board (HPSEB- falls in NEWNE Grid) through a power purchase agreement between the HPSEB and the project promoter.The hydro energy generated by the project will replace the fraction of thermal power supplied by the NEWNE Grid to the states. In the absence of the project activity equivalent amount of power generation would have taken place in the NEWNE grid connected power stations which is dominated by fossil fuel power generating stations. Thus the generation from BSSHPP will result in reduction of the greenhouse gas emissions and will help in achieving a low carbon development path for the state and the nation.",Gold Standard for the Global Goals,20795,2020-10-01,2027-09-30,AMS-I.D. Grid connected renewable electricity generation,"Small, Low - Impact Hydro",Small Scale,7682,https://platform.sustain-cert.com/public-project/1962,EKI Energy Services Limited,India,IN,,,GS CER,Standalone,,,,"[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2370,2020-01-16 18:56:18+00:00,2023-03-27 19:39:27+00:00,GS1247 VPA 220 Central and Western Uganda Safe Water Project,"CO2balance is working with community groups and local officials in Nakasongola, Masindi and Kiryandongo Districts, Uganda to rehabilitate non-functioning boreholes to provide access to safe water and avoid the combustion of wood used to boil unsafe water as a treatment method.",Gold Standard for the Global Goals,10000,2019-11-01,2026-11-01,GS TPDDTEC v 1.,Energy Efficiency - Domestic,Micro Scale,7672,https://platform.sustain-cert.com/public-project/1832,CO2balance UK ltd,Uganda,UG,,,VER,VPA,155,1247,GS1247 Improved Kitchen Regimes Multi-Country PoA,"[{'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}]",8695.0,1226.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2369,2020-01-16 18:53:05+00:00,2023-03-27 19:37:49+00:00,GS1247 VPA 219 Central and Western Uganda Safe Water Project,"CO2balance is working with community groups and local officials in Nakasongola, Masindi and Kiryandongo Districts, Uganda to rehabilitate non-functioning boreholes to provide access to safe water and avoid the combustion of wood used to boil unsafe water as a treatment method.",Gold Standard for the Global Goals,10000,2019-11-01,2026-11-01,GS TPDDTEC v 1.,Energy Efficiency - Domestic,Micro Scale,7671,https://platform.sustain-cert.com/public-project/1831,CO2balance UK ltd,Uganda,UG,,,VER,VPA,155,1247,GS1247 Improved Kitchen Regimes Multi-Country PoA,"[{'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}]",12024.0,3188.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2367,2020-01-16 13:12:43+00:00,2022-11-18 11:15:32+00:00,Jeori Hydro-Electric Project ,"The project activity involves generation of electricity from hydro, a renewable source of energy in the district of Shimla of Himachal Pradesh State, India. The proposed project activity, an initiative by Technology house (India) Private Limited. The project consists of total capacity of 9.6MW. The project would result into 43629  tCO2e of annual average emission reduction.",Gold Standard for the Global Goals,43634,2019-05-09,2024-03-30,AMS-I.D. Grid connected renewable electricity generation,"Small, Low - Impact Hydro",Small Scale,7668,https://platform.sustain-cert.com/public-project/1955,Orange Renewable Power Pvt Ltd,India,IN,,,GS CER,Standalone,,,,"[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2338,2020-01-15 12:26:46+00:00,2022-07-14 11:05:31+00:00,GS7591 VPA 24 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2021-06-22,2026-06-21,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7644,https://platform.sustain-cert.com/public-project/1916,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",22900.0,6291.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2337,2020-01-15 12:24:57+00:00,2022-07-14 11:01:51+00:00,GS7591 VPA 23 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-12-24,2025-12-23,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7643,https://platform.sustain-cert.com/public-project/1915,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}]",49461.0,0.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2336,2020-01-15 12:23:49+00:00,2022-07-14 10:57:43+00:00,GS7591 VPA 22 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-11-06,2025-11-05,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7642,https://platform.sustain-cert.com/public-project/1914,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",52887.0,0.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2335,2020-01-15 12:22:44+00:00,2022-07-14 10:53:36+00:00,GS7591 VPA 21 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-09-24,2025-09-23,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7641,https://platform.sustain-cert.com/public-project/1913,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}]",62431.0,35111.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2334,2020-01-15 12:21:46+00:00,2022-07-14 10:50:45+00:00,GS7591 VPA 20 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-08-06,2025-08-05,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7640,https://platform.sustain-cert.com/public-project/1912,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",69412.0,0.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2333,2020-01-15 12:20:10+00:00,2022-07-14 10:44:11+00:00,GS7591 VPA 19 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-05-20,2025-05-19,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7639,https://platform.sustain-cert.com/public-project/1911,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",80764.0,3590.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2332,2020-01-15 12:19:16+00:00,2022-07-14 10:30:47+00:00,GS7591 VPA 18 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-04-03,2025-04-02,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7638,https://platform.sustain-cert.com/public-project/1910,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}]",87447.0,27718.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2331,2020-01-15 12:17:26+00:00,2022-07-14 10:19:12+00:00,GS7591 VPA 17 Central Mozambique Safe Water Programme,"The project will support the provision of safe water to hundreds of households within Manica, Sofala and Tete Provinces. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",Gold Standard for the Global Goals,70000,2020-02-05,2025-02-04,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,7637,https://platform.sustain-cert.com/public-project/1909,CO2balance UK ltd,Mozambique,MZ,,,VER,VPA,2206,7591,International Programme for Safe Water Access and Efficient Cookstoves ,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}]",89155.0,22075.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
