id,created_at,updated_at,name,description,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id,sustaincert_url,project_developer,country,country_code,latitude,longitude,carbon_stream,programme_of_activities,poa_project_id,poa_project_sustaincert_id,poa_project_name,sustainable_development_goals,VER_issued_credits,VER_retired_credits,Goal_8,Goal_13,Goal_5,Goal_7,Goal_1,Goal_3,Goal_12,Goal_15,Goal_6,Goal_4,Goal_17,Goal_2,Goal_11,Goal_9,Goal_10,Goal_16,Goal_14,crediting_days,VER_sold_percentage,VER_sold_percentage_per_day,continent_code
2933,2021-01-13 12:57:55+00:00,2022-09-29 10:49:24+00:00,Improved Cooking Stoves in Bangladesh – CPA No.12 “SZ Consultancy Services Ltd.”,"The purpose of this small scale Programme of Activities (“SSC-CPA”) is the dissemination of efficient cooking stoves in Bangladesh. The Programme will promote two broad categories of Improved Cooking Stoves (“ICS”): • Domestic biomass-burning stoves • Non-domestic biomass-burning stoves ICSs disseminated under this CPA are more efficient in transferring heat from the fuel to the pot than the so called traditional stoves. During the course of the CPA, the goal of the CPA is to transform the kitchens of households in Bangladesh through the sale and distribution of ICS.. The ICS will have multiple benefits of reducing global greenhouse gas emissions, reducing pressure on forests and woody biomass resources, and also reducing indoor air pollution associated with use of traditional stoves",Gold Standard for the Global Goals,49554,2016-01-13,2021-01-12,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10974,https://platform.sustain-cert.com/public-project/2247,Bangladesh Bondhu Foundation,Bangladesh,BD,,,VER,VPA,2822,10833,Improved Cooking Stoves in Bangladesh,"[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",69556.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1826,0.0,0.0,AS
2927,2021-01-07 13:21:02+00:00,2023-03-26 18:59:05+00:00,Community Carbon Safe Water Drinking Programme-VPA2,"UpEnergy Group will work with micro-entrepreneurs, NGOs, financial institutions, local distribution partners etc. to provide residential/institutions users with safe drinking water systems. UpEnergy would ensure the last-mile distribution/installation of the clean technologies to the beneficiaries. This VPA is implemented in host country-Uganda.",Gold Standard for the Global Goals,60000,2020-11-30,2025-11-29,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,10968,https://platform.sustain-cert.com/public-project/2241,UpEnergy Group,Uganda,UG,,,VER,VPA,2922,10963,Social and Climate Impact Programme,"[{'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",327.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1825,0.0,0.0,AF
2926,2021-01-07 13:14:31+00:00,2023-03-26 18:59:38+00:00,Community Carbon Efficient Cooking Programme-VPA1,"UpEnergy Group will work with micro-entrepreneurs, NGOs, financial institutions, local distribution partners etc. to provide residential/institutions users with clean cooking technologies. UpEnergy would ensure the last-mile distribution/installation of the energy efficient/clean energy technologies to the beneficiaries. This VPA is implemented in host country-Uganda.",Gold Standard for the Global Goals,350000,2020-01-13,2025-01-12,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Large Scale,10967,https://platform.sustain-cert.com/public-project/2240,UpEnergy Group,Uganda,UG,,,VER,VPA,2922,10963,Social and Climate Impact Programme,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 6: Clean Water and Sanitation', 'issuable_products': [{'name': 'Water Benefit Certificate', 'abbreviation': 'WBC'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",47526.0,20.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1826,0.04208222867483062,0.0023046127423236923,AF
2910,2020-12-16 13:41:10+00:00,2023-04-21 09:49:49+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 023","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0023-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10921,https://platform.sustain-cert.com/public-project/2225,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",21175.0,2526.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,11.929161747343565,0.4667121184406715,AF
2909,2020-12-16 13:40:46+00:00,2023-04-21 09:49:48+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 022","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0022-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10920,https://platform.sustain-cert.com/public-project/2224,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}]",21674.0,0.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,0.0,0.0,AF
2908,2020-12-16 13:40:28+00:00,2023-04-21 09:49:48+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 021","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0021-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10919,https://platform.sustain-cert.com/public-project/2223,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",21674.0,0.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,0.0,0.0,AF
2907,2020-12-16 13:40:06+00:00,2023-04-21 09:49:48+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 020","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0020-CP1.",Gold Standard for the Global Goals,41186,2019-12-05,2024-12-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10918,https://platform.sustain-cert.com/public-project/2222,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}]",46446.0,7303.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1826,15.72363605046721,0.8610972645381824,AF
2906,2020-12-16 13:39:52+00:00,2023-04-21 09:49:48+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 019","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0019-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10917,https://platform.sustain-cert.com/public-project/2221,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",46446.0,14850.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,31.97261335744736,1.2508847166450454,AF
2905,2020-12-16 13:38:48+00:00,2023-04-21 09:49:48+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 018","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0018-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10916,https://platform.sustain-cert.com/public-project/2220,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",46446.0,18118.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,39.008741334022304,1.5261635889680087,AF
2904,2020-12-16 13:38:28+00:00,2023-04-21 09:49:47+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 017","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0017-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10915,https://platform.sustain-cert.com/public-project/2219,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}]",46446.0,18118.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,39.008741334022304,1.5261635889680087,AF
2903,2020-12-16 13:37:45+00:00,2023-04-21 09:49:47+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 016","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0016-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10914,https://platform.sustain-cert.com/public-project/2218,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",47290.0,5654.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,11.956016071050962,0.46776275708337095,AF
2902,2020-12-16 13:37:15+00:00,2023-04-21 09:49:47+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 015","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0015-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10913,https://platform.sustain-cert.com/public-project/2217,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}]",47733.0,362.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,0.75838518425408,0.029670781856575897,AF
2901,2020-12-16 13:36:48+00:00,2023-04-21 09:49:47+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 014","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0014-CP1.",Gold Standard for the Global Goals,41186,2019-10-05,2026-10-04,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10912,https://platform.sustain-cert.com/public-project/2216,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",47938.0,18879.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2556,39.382118569819355,1.5407714620430109,AF
2900,2020-12-16 13:36:28+00:00,2023-04-21 09:49:47+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 013","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0013-CP1.",Gold Standard for the Global Goals,41186,2020-01-07,2025-01-07,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10911,https://platform.sustain-cert.com/public-project/2215,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}]",48660.0,26845.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1827,55.1685162351007,3.019623220312025,AF
2899,2020-12-16 13:35:04+00:00,2023-04-21 13:27:18+00:00,"Up Energy Improved Cookstoves Programme, Uganda – CPA No 012 ","The CPA is located in the Republic of Uganda and involves distribution of efficient biomass fired Improved Cookstoves (ICS). The project ICS replace the low efficiency, traditional biomass fired stoves, used for meeting similar thermal energy needs in the baseline. The CPA is included under CDM PoA-9956 with reference number 9956-P1-0012-CP1.",Gold Standard for the Global Goals,44980,2022-10-21,2027-10-20,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,10910,https://platform.sustain-cert.com/public-project/2214,UpEnergy Group,Uganda,UG,,,VER,VPA,2887,10898,"Up Energy Improved Cookstove Programme, Uganda","[{'name': 'Goal 15: Life On Land', 'issuable_products': []}, {'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 1: No Poverty', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}]}]",59640.0,13465.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1825,22.577129443326626,1.2371029831959794,AF
